seqnames	start	end	width	strand	source	type	score	phase	gene_id	gene_type	gene_name	level	havana_gene	tag
1	175880581	175913489	32909	+	HAVANA	gene	NA	NA	ENSMUSG00000039748.11	protein_coding	Exo1	1	OTTMUSG00000050253.2	ncRNA_host
1	175920329	175922225	1897	+	HAVANA	gene	NA	NA	ENSMUSG00000104158.2	protein_coding	Becn2	2	OTTMUSG00000050256.3	NA
1	175962306	176275312	313007	-	HAVANA	gene	NA	NA	ENSMUSG00000055214.15	protein_coding	Pld5	1	OTTMUSG00000024158.4	overlapping_locus
1	175977777	175979114	1338	-	HAVANA	gene	NA	NA	ENSMUSG00000078184.1	protein_coding	Rbm8a2	2	OTTMUSG00000024194.1	overlapping_locus
1	176733653	176814067	80415	-	HAVANA	gene	NA	NA	ENSMUSG00000057335.11	protein_coding	Cep170	2	OTTMUSG00000050317.2	ncRNA_host
1	176814660	177020437	205778	+	HAVANA	gene	NA	NA	ENSMUSG00000026504.17	protein_coding	Sdccag8	2	OTTMUSG00000021519.3	overlapping_locus
1	177020073	177258203	238131	-	HAVANA	gene	NA	NA	ENSMUSG00000019699.16	protein_coding	Akt3	2	OTTMUSG00000020798.3	NA
1	177442351	177450764	8414	+	HAVANA	gene	NA	NA	ENSMUSG00000063659.11	protein_coding	Zbtb18	2	OTTMUSG00000050359.3	NA
1	177729814	177753324	23511	+	HAVANA	gene	NA	NA	ENSMUSG00000015962.5	protein_coding	AC115818.1	2	OTTMUSG00000029757.1	NA
1	177762962	177796511	33550	-	HAVANA	gene	NA	NA	ENSMUSG00000015961.8	protein_coding	Adss	2	OTTMUSG00000034836.1	NA
1	177983423	178172704	189282	+	HAVANA	gene	NA	NA	ENSMUSG00000091476.6	protein_coding	RP23-243J5.1	2	OTTMUSG00000050375.1	overlapping_locus
1	178187417	178257301	69885	+	HAVANA	gene	NA	NA	ENSMUSG00000026502.13	protein_coding	Desi2	2	OTTMUSG00000029657.5	NA
1	178319130	178322693	3564	+	HAVANA	gene	NA	NA	ENSMUSG00000026500.6	protein_coding	Cox20	2	OTTMUSG00000022143.1	NA
1	178321108	178337797	16690	-	HAVANA	gene	NA	NA	ENSMUSG00000039630.10	protein_coding	Hnrnpu	2	OTTMUSG00000021881.3	overlapping_locus
1	178406085	178484513	78429	+	HAVANA	gene	NA	NA	ENSMUSG00000026495.8	protein_coding	Efcab2	2	OTTMUSG00000050382.1	NA
1	178529125	178939200	410076	+	HAVANA	gene	NA	NA	ENSMUSG00000026494.12	protein_coding	Kif26b	1	OTTMUSG00000034866.3	ncRNA_host
1	178951960	179518041	566082	-	HAVANA	gene	NA	NA	ENSMUSG00000055067.15	protein_coding	Smyd3	2	OTTMUSG00000017093.2	NA
1	179528055	179546267	18213	-	HAVANA	gene	NA	NA	ENSMUSG00000026492.11	protein_coding	Tfb2m	2	OTTMUSG00000022545.1	NA
1	179546370	179627478	81109	+	HAVANA	gene	NA	NA	ENSMUSG00000038949.8	protein_coding	Cnst	2	OTTMUSG00000022551.1	NA
1	179668210	179687189	18980	+	HAVANA	gene	NA	NA	ENSMUSG00000038936.13	protein_coding	Sccpdh	2	OTTMUSG00000021897.4	NA
1	179695297	179745271	49975	-	HAVANA	gene	NA	NA	ENSMUSG00000087236.3	protein_coding	AC113977.3	1	OTTMUSG00000033760.6	overlapping_locus
1	179744894	179803680	58787	-	HAVANA	gene	NA	NA	ENSMUSG00000026491.13	protein_coding	Ahctf1	1	OTTMUSG00000033771.5	overlapping_locus
1	179803376	179804676	1301	+	ENSEMBL	gene	NA	NA	ENSMUSG00000073486.2	protein_coding	Gm10518	3	NA	NA
1	179960472	180165603	205132	+	HAVANA	gene	NA	NA	ENSMUSG00000026490.18	protein_coding	Cdc42bpa	1	OTTMUSG00000021765.8	NA
1	180165238	180199602	34365	-	HAVANA	gene	NA	NA	ENSMUSG00000026489.13	protein_coding	Adck3	2	OTTMUSG00000034709.5	NA
1	180227004	180263438	36435	-	HAVANA	gene	NA	NA	ENSMUSG00000010609.15	protein_coding	Psen2	2	OTTMUSG00000021488.4	NA
1	180330485	180424802	94318	+	HAVANA	gene	NA	NA	ENSMUSG00000038855.10	protein_coding	Itpkb	2	OTTMUSG00000021781.2	NA
1	180432387	180483504	51118	-	HAVANA	gene	NA	NA	ENSMUSG00000053963.7	protein_coding	AC121838.2	2	OTTMUSG00000033911.2	NA
1	180568924	180601254	32331	+	HAVANA	gene	NA	NA	ENSMUSG00000026496.11	protein_coding	Parp1	2	OTTMUSG00000050450.2	ncRNA_host
1	180641150	180690694	49545	+	HAVANA	gene	NA	NA	ENSMUSG00000058729.13	protein_coding	Lin9	2	OTTMUSG00000050451.2	NA
1	180693043	180697034	3992	-	HAVANA	gene	NA	NA	ENSMUSG00000026497.7	protein_coding	Mixl1	2	OTTMUSG00000037622.1	NA
1	180726043	180754204	28162	+	HAVANA	gene	NA	NA	ENSMUSG00000026499.5	protein_coding	Acbd3	2	OTTMUSG00000050453.1	NA
1	180800832	180813943	13112	-	HAVANA	gene	NA	NA	ENSMUSG00000060743.12	protein_coding	H3f3a	2	OTTMUSG00000021525.3	NA
1	180851127	180868113	16987	+	HAVANA	gene	NA	NA	ENSMUSG00000038806.7	protein_coding	Sde2	2	OTTMUSG00000050456.1	NA
1	180893108	180899103	5996	+	HAVANA	gene	NA	NA	ENSMUSG00000066652.5	protein_coding	Lefty2	2	OTTMUSG00000021474.2	NA
1	180904293	180908088	3796	+	HAVANA	gene	NA	NA	ENSMUSG00000026520.8	protein_coding	Pycr2	2	OTTMUSG00000050459.1	NA
1	180935022	180938400	3379	+	HAVANA	gene	NA	NA	ENSMUSG00000038793.8	protein_coding	Lefty1	2	OTTMUSG00000021473.1	NA
1	180942344	180975112	32769	+	HAVANA	gene	NA	NA	ENSMUSG00000026519.16	protein_coding	Tmem63a	2	OTTMUSG00000034843.4	NA
1	180976210	181020904	44695	-	HAVANA	gene	NA	NA	ENSMUSG00000038776.13	protein_coding	Ephx1	2	OTTMUSG00000021983.4	overlapping_locus
1	181051237	181060667	9431	+	HAVANA	gene	NA	NA	ENSMUSG00000038768.8	protein_coding	RP24-242P4.2	1	OTTMUSG00000050463.1	NA
1	181087138	181144204	57067	-	HAVANA	gene	NA	NA	ENSMUSG00000026516.8	protein_coding	Nvl	2	OTTMUSG00000050467.1	NA
1	181144693	181168994	24302	+	HAVANA	gene	NA	NA	ENSMUSG00000062169.13	protein_coding	Cnih4	2	OTTMUSG00000022153.2	NA
1	181173228	181211552	38325	-	HAVANA	gene	NA	NA	ENSMUSG00000038733.13	protein_coding	Wdr26	2	OTTMUSG00000034873.2	NA
1	181352628	181460641	108014	+	HAVANA	gene	NA	NA	ENSMUSG00000026514.14	protein_coding	Cnih3	2	OTTMUSG00000034937.3	NA
1	181509633	181511451	1819	-	HAVANA	gene	NA	NA	ENSMUSG00000050625.4	protein_coding	Ccdc121	2	OTTMUSG00000044368.1	NA
1	181576559	181815774	239216	+	HAVANA	gene	NA	NA	ENSMUSG00000047369.15	protein_coding	Dnah14	1	OTTMUSG00000034874.5	NA
1	181815335	181843046	27712	-	HAVANA	gene	NA	NA	ENSMUSG00000004880.11	protein_coding	Lbr	2	OTTMUSG00000050712.2	ncRNA_host
1	181896384	182019990	123607	-	HAVANA	gene	NA	NA	ENSMUSG00000022995.16	protein_coding	Enah	2	OTTMUSG00000050713.2	NA
1	182124737	182132407	7671	+	HAVANA	gene	NA	NA	ENSMUSG00000026511.7	protein_coding	Srp9	2	OTTMUSG00000022125.2	NA
1	182154704	182164486	9783	-	HAVANA	gene	NA	NA	ENSMUSG00000091013.3	protein_coding	Vmn1r1	2	OTTMUSG00000038238.2	NA
1	182275772	182282804	7033	-	HAVANA	gene	NA	NA	ENSMUSG00000038633.5	protein_coding	Degs1	2	OTTMUSG00000021622.4	NA
1	182313102	182341629	28528	-	HAVANA	gene	NA	NA	ENSMUSG00000047539.9	protein_coding	Fbxo28	2	OTTMUSG00000050383.1	NA
1	182409172	182462432	53261	+	HAVANA	gene	NA	NA	ENSMUSG00000026510.10	protein_coding	Trp53bp2	2	OTTMUSG00000027043.4	NA
1	182467260	182517608	50349	-	HAVANA	gene	NA	NA	ENSMUSG00000026509.15	protein_coding	Capn2	2	OTTMUSG00000050407.1	NA
1	182565007	182632352	67346	+	HAVANA	gene	NA	NA	ENSMUSG00000038599.14	protein_coding	Capn8	2	OTTMUSG00000050481.1	NA
1	182747126	182749180	2055	-	HAVANA	gene	NA	NA	ENSMUSG00000043429.7	protein_coding	Ccdc185	2	OTTMUSG00000050484.1	NA
1	182763860	182896591	132732	+	HAVANA	gene	NA	NA	ENSMUSG00000038576.15	protein_coding	Susd4	2	OTTMUSG00000027014.5	NA
1	182954788	182976044	21257	+	HAVANA	gene	NA	NA	ENSMUSG00000079164.8	protein_coding	Tlr5	2	OTTMUSG00000050487.3	NA
1	183086266	183221522	135257	-	HAVANA	gene	NA	NA	ENSMUSG00000030768.12	protein_coding	Disp1	2	OTTMUSG00000050524.4	overlapping_locus
1	183276352	183297269	20918	-	HAVANA	gene	NA	NA	ENSMUSG00000046836.13	protein_coding	Brox	2	OTTMUSG00000050558.2	NA
1	183296590	183325476	28887	+	HAVANA	gene	NA	NA	ENSMUSG00000042901.10	protein_coding	Aida	2	OTTMUSG00000050559.1	NA
1	183326725	183369553	42829	-	HAVANA	gene	NA	NA	ENSMUSG00000056050.12	protein_coding	Mia3	2	OTTMUSG00000050580.4	fragmented_locus
1	183388981	183410198	21218	+	HAVANA	gene	NA	NA	ENSMUSG00000072258.10	protein_coding	Taf1a	2	OTTMUSG00000050605.3	fragmented_locus
1	183418215	183436808	18594	+	HAVANA	gene	NA	NA	ENSMUSG00000053461.9	protein_coding	Hhipl2	1	OTTMUSG00000050575.2	NA
1	184013302	184075636	62335	+	HAVANA	gene	NA	NA	ENSMUSG00000039384.8	protein_coding	Dusp10	2	OTTMUSG00000033984.3	NA
1	184033030	184034301	1272	-	HAVANA	gene	NA	NA	ENSMUSG00000044854.7	protein_coding	RP23-326A12.1	2	OTTMUSG00000045249.1	NA
1	184727140	184732619	5480	-	HAVANA	gene	NA	NA	ENSMUSG00000039377.7	protein_coding	Hlx	2	OTTMUSG00000037282.3	NA
1	184786767	184811313	24547	-	HAVANA	gene	NA	NA	ENSMUSG00000026621.13	protein_coding	Marc1	1	OTTMUSG00000045414.2	NA
1	184813068	184846451	33384	-	HAVANA	gene	NA	NA	ENSMUSG00000073481.9	protein_coding	Marc2	2	OTTMUSG00000034883.3	ncRNA_host
1	184871926	184883218	11293	-	HAVANA	gene	NA	NA	ENSMUSG00000039349.5	protein_coding	AC131992.1	2	OTTMUSG00000029896.1	NA
1	184896789	184999570	102782	-	HAVANA	gene	NA	NA	ENSMUSG00000026620.11	protein_coding	Mark1	2	OTTMUSG00000050984.2	NA
1	185204117	185286759	82643	+	HAVANA	gene	NA	NA	ENSMUSG00000039318.12	protein_coding	Rab3gap2	2	OTTMUSG00000050654.7	ncRNA_host
1	185284726	185329396	44671	-	HAVANA	gene	NA	NA	ENSMUSG00000026618.11	protein_coding	Iars2	2	OTTMUSG00000021852.1	NA
1	185332149	185357777	25629	+	HAVANA	gene	NA	NA	ENSMUSG00000026617.16	protein_coding	Bpnt1	2	OTTMUSG00000021435.5	NA
1	185363044	185428360	65317	+	HAVANA	gene	NA	NA	ENSMUSG00000026615.14	protein_coding	Eprs	2	OTTMUSG00000050732.6	NA
1	185454848	185468762	13915	+	ENSEMBL	gene	NA	NA	ENSMUSG00000026614.6	protein_coding	Slc30a10	3	NA	NA
1	186087731	186117310	29580	-	HAVANA	gene	NA	NA	ENSMUSG00000039246.8	protein_coding	Lyplal1	2	OTTMUSG00000027017.2	NA
1	186622792	186705989	83198	-	HAVANA	gene	NA	NA	ENSMUSG00000039239.14	protein_coding	Tgfb2	2	OTTMUSG00000050852.3	NA
1	186720978	186749358	28381	-	HAVANA	gene	NA	NA	ENSMUSG00000001305.5	protein_coding	Rrp15	2	OTTMUSG00000034905.1	NA
1	186967416	186970627	3212	+	HAVANA	gene	NA	NA	ENSMUSG00000039224.1	protein_coding	D1Pas1	2	OTTMUSG00000029142.1	NA
1	187044648	187215465	170818	-	HAVANA	gene	NA	NA	ENSMUSG00000026611.17	protein_coding	Spata17	2	OTTMUSG00000022987.7	overlapping_locus
1	187215508	187351704	136197	+	HAVANA	gene	NA	NA	ENSMUSG00000039210.16	protein_coding	Gpatch2	2	OTTMUSG00000023031.5	NA
1	187608791	188214885	606095	+	HAVANA	gene	NA	NA	ENSMUSG00000026610.13	protein_coding	Esrrg	1	OTTMUSG00000022373.4	NA
1	188262023	188965041	703019	+	HAVANA	gene	NA	NA	ENSMUSG00000026609.15	protein_coding	Ush2a	1	OTTMUSG00000018252.1	ncRNA_host
1	188971095	189007841	36747	-	HAVANA	gene	NA	NA	ENSMUSG00000026608.13	protein_coding	Kctd3	2	OTTMUSG00000050925.9	NA
1	189207930	189402273	194344	-	HAVANA	gene	NA	NA	ENSMUSG00000037624.15	protein_coding	Kcnk2	2	OTTMUSG00000051040.9	overlapping_locus
1	189640606	189688086	47481	-	HAVANA	gene	NA	NA	ENSMUSG00000026605.14	protein_coding	Cenpf	1	OTTMUSG00000035168.6	NA
1	189728268	189876695	148428	+	HAVANA	gene	NA	NA	ENSMUSG00000026604.17	protein_coding	Ptpn14	2	OTTMUSG00000022087.6	overlapping_locus
1	189880492	189922363	41872	-	HAVANA	gene	NA	NA	ENSMUSG00000026603.13	protein_coding	Smyd2	2	OTTMUSG00000017096.2	NA
1	190118035	190170714	52680	-	HAVANA	gene	NA	NA	ENSMUSG00000010175.13	protein_coding	Prox1	2	OTTMUSG00000040162.4	NA
1	190700202	190911770	211569	-	HAVANA	gene	NA	NA	ENSMUSG00000089872.10	protein_coding	Rps6kc1	1	OTTMUSG00000034895.3	NA
1	190925112	190946962	21851	+	HAVANA	gene	NA	NA	ENSMUSG00000026634.16	protein_coding	Angel2	2	OTTMUSG00000021514.4	NA
1	190947646	190979296	31651	-	HAVANA	gene	NA	NA	ENSMUSG00000037568.12	protein_coding	Vash2	2	OTTMUSG00000051246.1	NA
1	191005847	191026158	20312	-	HAVANA	gene	NA	NA	ENSMUSG00000066595.9	protein_coding	Mfsd7b	2	OTTMUSG00000051405.4	NA
1	191036639	191042942	6304	+	HAVANA	gene	NA	NA	ENSMUSG00000057072.11	protein_coding	Spata45	2	OTTMUSG00000051394.1	NA
1	191045826	191062932	17107	-	HAVANA	gene	NA	NA	ENSMUSG00000026632.17	protein_coding	Tatdn3	2	OTTMUSG00000021552.1	NA
1	191063012	191086474	23463	+	HAVANA	gene	NA	NA	ENSMUSG00000062510.12	protein_coding	Nsl1	2	OTTMUSG00000029639.3	NA
1	191097847	191108945	11099	+	HAVANA	gene	NA	NA	ENSMUSG00000026630.9	protein_coding	Batf3	2	OTTMUSG00000051413.6	NA
1	191162584	191164817	2234	-	HAVANA	gene	NA	NA	ENSMUSG00000091017.1	protein_coding	Fam71a	2	OTTMUSG00000051435.1	NA
1	191170296	191218039	47744	-	HAVANA	gene	NA	NA	ENSMUSG00000026628.13	protein_coding	Atf3	2	OTTMUSG00000021405.2	NA
1	191306789	191318194	11406	-	HAVANA	gene	NA	NA	ENSMUSG00000037499.9	protein_coding	Nenf	2	OTTMUSG00000021423.1	NA
1	191325912	191350914	25003	+	HAVANA	gene	NA	NA	ENSMUSG00000026627.7	protein_coding	Tmem206	2	OTTMUSG00000029581.1	NA
1	191351975	191403272	51298	-	HAVANA	gene	NA	NA	ENSMUSG00000026626.11	protein_coding	Ppp2r5a	2	OTTMUSG00000051528.7	NA
1	191537356	191575544	38189	-	HAVANA	gene	NA	NA	ENSMUSG00000037474.13	protein_coding	Dtl	2	OTTMUSG00000051673.6	NA
1	191575636	191623688	48053	+	HAVANA	gene	NA	NA	ENSMUSG00000037461.10	protein_coding	Ints7	2	OTTMUSG00000051636.5	NA
1	191717834	191784255	66422	+	HAVANA	gene	NA	NA	ENSMUSG00000026623.16	protein_coding	Lpgat1	2	OTTMUSG00000021870.3	NA
1	191821444	191833050	11607	+	HAVANA	gene	NA	NA	ENSMUSG00000026622.15	protein_coding	Nek2	2	OTTMUSG00000027018.4	NA
1	191906767	191913247	6481	+	HAVANA	gene	NA	NA	ENSMUSG00000037434.7	protein_coding	Slc30a1	2	OTTMUSG00000021865.1	NA
1	191977370	191988283	10914	+	HAVANA	gene	NA	NA	ENSMUSG00000049353.17	protein_coding	Rd3	2	OTTMUSG00000042235.3	NA
1	191997205	192092559	95355	-	HAVANA	gene	NA	NA	ENSMUSG00000026637.13	protein_coding	Traf5	2	OTTMUSG00000050773.2	fragmented_locus
1	192098546	192138062	39517	-	HAVANA	gene	NA	NA	ENSMUSG00000037395.15	protein_coding	Rcor3	2	OTTMUSG00000050904.6	NA
1	192190774	192510159	319386	+	HAVANA	gene	NA	NA	ENSMUSG00000058248.12	protein_coding	Kcnh1	2	OTTMUSG00000024518.4	NA
1	192496711	192771223	274513	-	HAVANA	gene	NA	NA	ENSMUSG00000037375.16	protein_coding	Hhat	1	OTTMUSG00000027097.6	NA
1	192844488	192855756	11269	-	HAVANA	gene	NA	NA	ENSMUSG00000016262.14	protein_coding	Sertad4	2	OTTMUSG00000027020.6	NA
1	192891233	193035775	144543	-	HAVANA	gene	NA	NA	ENSMUSG00000016200.14	protein_coding	Syt14	2	OTTMUSG00000050853.4	ncRNA_host
1	193091104	193130272	39169	-	HAVANA	gene	NA	NA	ENSMUSG00000016181.9	protein_coding	Diexf	2	OTTMUSG00000050855.4	NA
1	193153111	193172023	18913	+	HAVANA	gene	NA	NA	ENSMUSG00000026638.15	protein_coding	Irf6	2	OTTMUSG00000033402.3	overlapping_locus
1	193168046	193177832	9787	+	HAVANA	gene	NA	NA	ENSMUSG00000079144.7	protein_coding	AL365322.1	2	OTTMUSG00000020793.4	overlapping_locus
1	193175453	193201703	26251	-	HAVANA	gene	NA	NA	ENSMUSG00000037318.10	protein_coding	Traf3ip3	1	OTTMUSG00000027078.6	NA
1	193207699	193343878	136180	+	HAVANA	gene	NA	NA	ENSMUSG00000026639.18	protein_coding	Lamb3	2	OTTMUSG00000025453.5	overlapping_locus
1	193221634	193264075	42442	-	HAVANA	gene	NA	NA	ENSMUSG00000016194.14	protein_coding	Hsd11b1	1	OTTMUSG00000030692.6	overlapping_locus
1	193272161	193273217	1057	-	HAVANA	gene	NA	NA	ENSMUSG00000009633.3	protein_coding	G0s2	2	OTTMUSG00000050857.2	NA
1	193346346	193370298	23953	-	HAVANA	gene	NA	NA	ENSMUSG00000016179.11	protein_coding	Camk1g	1	OTTMUSG00000035816.3	NA
1	194618218	194816869	198652	+	HAVANA	gene	NA	NA	ENSMUSG00000026640.12	protein_coding	Plxna2	2	OTTMUSG00000017321.4	overlapping_locus
1	194938819	194961279	22461	+	HAVANA	gene	NA	NA	ENSMUSG00000016494.9	protein_coding	Cd34	2	OTTMUSG00000050886.2	NA
1	195036826	195092249	55424	-	HAVANA	gene	NA	NA	ENSMUSG00000016493.13	protein_coding	Cd46	2	OTTMUSG00000034956.4	overlapping_locus
1	195097382	195131586	34205	-	HAVANA	gene	NA	NA	ENSMUSG00000016481.15	protein_coding	Cr1l	2	OTTMUSG00000050896.3	NA
1	195136811	195176716	39906	-	HAVANA	gene	NA	NA	ENSMUSG00000026616.15	protein_coding	Cr2	2	OTTMUSG00000050897.3	NA
2	3114224	3227806	113583	+	HAVANA	gene	NA	NA	ENSMUSG00000050530.14	protein_coding	Fam171a1	2	OTTMUSG00000010785.2	NA
2	3284212	3328877	44666	+	HAVANA	gene	NA	NA	ENSMUSG00000026643.16	protein_coding	Nmt2	2	OTTMUSG00000010789.1	NA
2	3328949	3332643	3695	-	HAVANA	gene	NA	NA	ENSMUSG00000049950.6	protein_coding	Rpp38	2	OTTMUSG00000010784.1	NA
2	3336168	3340993	4826	+	HAVANA	gene	NA	NA	ENSMUSG00000026644.7	protein_coding	Acbd7	2	OTTMUSG00000010783.2	NA
2	3341982	3397210	55229	-	HAVANA	gene	NA	NA	ENSMUSG00000026645.11	protein_coding	Olah	2	OTTMUSG00000010776.2	NA
2	3409043	3422648	13606	-	HAVANA	gene	NA	NA	ENSMUSG00000026650.15	protein_coding	Meig1	2	OTTMUSG00000010782.2	NA
2	3424131	3464130	40000	+	HAVANA	gene	NA	NA	ENSMUSG00000026648.18	protein_coding	Dclre1c	2	OTTMUSG00000010775.6	NA
2	3455815	3475031	19217	-	HAVANA	gene	NA	NA	ENSMUSG00000026646.16	protein_coding	Suv39h2	1	OTTMUSG00000010791.2	NA
2	3488850	3512814	23965	-	HAVANA	gene	NA	NA	ENSMUSG00000109865.1	protein_coding	Hspa14	2	OTTMUSG00000060247.1	overlapping_locus
2	3504527	3512790	8264	-	HAVANA	gene	NA	NA	ENSMUSG00000051396.15	protein_coding	RP23-167G19.12	2	OTTMUSG00000010780.4	overlapping_locus
2	3513030	3526376	13347	+	HAVANA	gene	NA	NA	ENSMUSG00000039496.8	protein_coding	Cdnf	2	OTTMUSG00000010786.1	NA
2	3570488	3782142	211655	+	HAVANA	gene	NA	NA	ENSMUSG00000026655.15	protein_coding	Fam107b	2	OTTMUSG00000010781.10	NA
2	4017717	4614043	596327	+	HAVANA	gene	NA	NA	ENSMUSG00000026657.16	protein_coding	Frmd4a	2	OTTMUSG00000010755.9	overlapping_locus
2	4622058	4652113	30056	-	HAVANA	gene	NA	NA	ENSMUSG00000039449.14	protein_coding	Prpf18	2	OTTMUSG00000010793.4	NA
2	4717831	4802142	84312	+	HAVANA	gene	NA	NA	ENSMUSG00000048186.14	protein_coding	Bend7	2	OTTMUSG00000010737.3	NA
2	4881564	4910557	28994	+	HAVANA	gene	NA	NA	ENSMUSG00000026662.13	protein_coding	Sephs1	2	OTTMUSG00000010816.1	NA
2	4919019	4938730	19712	+	HAVANA	gene	NA	NA	ENSMUSG00000026664.7	protein_coding	Phyh	2	OTTMUSG00000010818.1	NA
2	4976122	4985748	9627	+	HAVANA	gene	NA	NA	ENSMUSG00000026668.10	protein_coding	Ucma	2	OTTMUSG00000010819.2	NA
2	4989714	5012791	23078	-	HAVANA	gene	NA	NA	ENSMUSG00000026669.14	protein_coding	Mcm10	2	OTTMUSG00000010867.2	NA
2	5020642	5064051	43410	-	HAVANA	gene	NA	NA	ENSMUSG00000026672.11	protein_coding	Optn	2	OTTMUSG00000010864.1	NA
2	5137776	5230878	93103	+	HAVANA	gene	NA	NA	ENSMUSG00000026676.7	protein_coding	Ccdc3	2	OTTMUSG00000010865.1	overlapping_locus
2	5293457	5714515	421059	-	HAVANA	gene	NA	NA	ENSMUSG00000039145.16	protein_coding	Camk1d	2	OTTMUSG00000010993.1	NA
2	5794294	5845164	50871	-	HAVANA	gene	NA	NA	ENSMUSG00000039128.13	protein_coding	Cdc123	2	OTTMUSG00000010879.5	NA
2	5845019	5871895	26877	+	HAVANA	gene	NA	NA	ENSMUSG00000025817.12	protein_coding	Nudt5	2	OTTMUSG00000010875.9	NA
2	5862080	5862934	855	-	HAVANA	gene	NA	NA	ENSMUSG00000056718.2	protein_coding	RP23-307E15.3	2	OTTMUSG00000010878.1	NA
2	5870987	5895432	24446	-	HAVANA	gene	NA	NA	ENSMUSG00000025816.15	protein_coding	Sec61a2	2	OTTMUSG00000010876.3	NA
2	5896115	5942792	46678	-	HAVANA	gene	NA	NA	ENSMUSG00000025815.13	protein_coding	Dhtkd1	2	OTTMUSG00000010877.3	NA
2	5951469	6056703	105235	+	HAVANA	gene	NA	NA	ENSMUSG00000043241.14	protein_coding	Upf2	2	OTTMUSG00000011208.3	NA
2	6097607	6130211	32605	-	HAVANA	gene	NA	NA	ENSMUSG00000045319.13	protein_coding	Proser2	2	OTTMUSG00000011753.3	NA
2	6188465	6213033	24569	-	HAVANA	gene	NA	NA	ENSMUSG00000039063.5	protein_coding	Echdc3	2	OTTMUSG00000011754.2	NA
2	6322667	6446390	123724	+	HAVANA	gene	NA	NA	ENSMUSG00000039046.15	protein_coding	Usp6nl	2	OTTMUSG00000011789.1	NA
2	6539694	7509563	969870	-	HAVANA	gene	NA	NA	ENSMUSG00000002107.18	protein_coding	Celf2	2	OTTMUSG00000011788.6	overlapping_locus
2	9857078	9890034	32957	-	HAVANA	gene	NA	NA	ENSMUSG00000015619.10	protein_coding	Gata3	2	OTTMUSG00000011129.2	overlapping_locus
2	9881252	9883921	2670	+	HAVANA	gene	NA	NA	ENSMUSG00000025783.2	protein_coding	RP23-393G10.1	2	OTTMUSG00000011127.1	NA
2	9883041	9889540	6500	-	HAVANA	gene	NA	NA	ENSMUSG00000079602.2	protein_coding	RP23-276D17.3	2	OTTMUSG00000011182.1	overlapping_locus
2	9914552	10048596	134045	-	HAVANA	gene	NA	NA	ENSMUSG00000025782.12	protein_coding	Taf3	2	OTTMUSG00000011183.4	NA
2	10056016	10080510	24495	-	HAVANA	gene	NA	NA	ENSMUSG00000025781.14	protein_coding	Atp5c1	2	OTTMUSG00000011013.8	ncRNA_host
2	10080593	10092806	12214	+	HAVANA	gene	NA	NA	ENSMUSG00000037262.7	protein_coding	Kin	2	OTTMUSG00000011190.1	NA
2	10094593	10131396	36804	-	HAVANA	gene	NA	NA	ENSMUSG00000037254.18	protein_coding	Itih2	2	OTTMUSG00000011191.3	NA
2	10153571	10256529	102959	+	HAVANA	gene	NA	NA	ENSMUSG00000025780.7	protein_coding	Itih5	2	OTTMUSG00000011192.1	NA
2	10370510	10595253	224744	+	HAVANA	gene	NA	NA	ENSMUSG00000061186.15	protein_coding	Sfmbt2	2	OTTMUSG00000011189.1	ncRNA_host
2	11172108	11301222	129115	+	HAVANA	gene	NA	NA	ENSMUSG00000026778.13	protein_coding	Prkcq	1	OTTMUSG00000011317.4	overlapping_locus
2	11471433	11554077	82645	-	HAVANA	gene	NA	NA	ENSMUSG00000026773.19	protein_coding	Pfkfb3	2	OTTMUSG00000011314.6	overlapping_locus
2	11585437	11604153	18717	-	HAVANA	gene	NA	NA	ENSMUSG00000037197.11	protein_coding	Rbm17	2	OTTMUSG00000011011.5	NA
2	11625606	11626264	659	-	ENSEMBL	gene	NA	NA	ENSMUSG00000091312.1	protein_coding	Gm17490	3	NA	NA
2	11642807	11693193	50387	+	HAVANA	gene	NA	NA	ENSMUSG00000026770.5	protein_coding	Il2ra	2	OTTMUSG00000011179.2	NA
2	11705290	11734317	29028	+	HAVANA	gene	NA	NA	ENSMUSG00000023206.16	protein_coding	Il15ra	2	OTTMUSG00000011178.9	NA
2	11742573	11777582	35010	-	HAVANA	gene	NA	NA	ENSMUSG00000058594.15	protein_coding	Fbxo18	1	OTTMUSG00000011294.3	NA
2	11777876	11790329	12454	+	HAVANA	gene	NA	NA	ENSMUSG00000047909.11	protein_coding	Ankrd16	2	OTTMUSG00000011295.7	NA
2	12106632	12301922	195291	-	HAVANA	gene	NA	NA	ENSMUSG00000026768.10	protein_coding	Itga8	2	OTTMUSG00000011364.4	overlapping_locus
2	12347263	12419470	72208	-	HAVANA	gene	NA	NA	ENSMUSG00000026767.12	protein_coding	Fam188a	1	OTTMUSG00000011370.7	overlapping_locus
2	12924041	13003455	79415	+	HAVANA	gene	NA	NA	ENSMUSG00000026730.12	protein_coding	Pter	2	OTTMUSG00000011123.3	NA
2	13003457	13011806	8350	-	HAVANA	gene	NA	NA	ENSMUSG00000049630.6	protein_coding	C1ql3	2	OTTMUSG00000011228.2	NA
2	13076821	13271415	194595	-	HAVANA	gene	NA	NA	ENSMUSG00000026727.10	protein_coding	Rsu1	2	OTTMUSG00000011230.5	overlapping_locus
2	13276338	13491813	215476	-	HAVANA	gene	NA	NA	ENSMUSG00000026726.10	protein_coding	Cubn	2	OTTMUSG00000011227.2	NA
